NAME,YYYYMM,LAT,LONG,NEE,NEE_QC,GPP,RECO,PFT,ECUE,CO2_annual_mean,CO2_annual_mean_diff,IGBP,EVIave,EVImax,EVAave,EVAmax,PREave,PREmax,SSRtot,SSRmax,T2Mave,T2Mmax,PREdif_monthly,PREdif_annual,EVAdif_monthly,EVAdif_annual,T2Mdif_monthly,T2Mdif_annual,HWSD2_D1_AWC,HWSD2_D1_CLAY,HWSD2_D1_OC,HWSD2_D1_PHWATER,HWSD2_D1_SAND,HWSD2_D1_SILT,HWSD2_D1_TOTALN
FLX_FI-Ken,202004,67.98723,24.24305,14.38392,0.988194,3.5988,18.08511,ENF,3.996865622,415.6300659,16.23680687,8,895,1091,-0.021248406,1.52E-05,0.037573909,0.001066208,361.765154,2.146216,-2.475887616,5.650964355,0.00042572,-0.025810964,-0.006747746,0.00508279,-1.147312717,-3.685267592,202,35,49.68000031,4.599999905,27,38,12.81999969
AMF_CA-LP1,200911,55.1119,-122.8414,6.64296,0.968056,7.40925,13.81938,ENF,0.896576577,388.2566528,-9.311314583,8,895.5,1593,-0.003966839,3.54E-05,0.134824415,0.002470836,87.408868,1.023252,-3.453881454,4.833047485,0.019808242,0.065572134,-0.000777696,0.021969093,2.085064081,-3.98064236,118,6,7.217000008,4.699999809,54,40,4
AMF_US-CMW,201302,31.6637,-110.1777,-3.350623229,1,18.4436,15.093,DBF,-0.181668613,396.7771912,-0.036026001,10,895.5,1025,-0.019633843,4.28E-06,0.011712597,0.002181858,505.262774,3.242266,8.12287381,21.10216675,-0.007783388,-0.006624755,0.002417215,-0.000275674,-2.349482089,-10.65395735,146,16,0.643999994,7,64,20,0.730000019
AMF_US-GLE,201504,41.3665,-106.2399,1.110375,0.945139,34.1583,36.6456,ENF,0.032506741,401.5941772,3.016886473,10,895.5,1127,-0.029285556,9.27E-06,0.098757154,0.002635583,687.11583,3.60999,-2.646122127,9.788522339,0.021077438,0.036042013,-0.001301553,0.006181997,0.129166594,-3.84792401,161,15,1.920999885,6,40,45,1.450000048
AMF_US-CMW,201402,31.6637,-110.1777,-0.010058651,1,16.6948,16.6848,DBF,-0.000602502,397.5905151,0.777297974,10,898,973,-0.005120757,1.99E-06,0.004215368,0.000519343,489.864576,3.041754,13.86958856,30.06276855,-0.015280617,-0.020278193,0.016930301,0.017122419,3.397232662,-5.764241237,146,16,0.643999994,7,64,20,0.730000019
FLX_SE-Ros,201901,64.1725,19.738,9.793148,0.932796,-2.9330154,7.660007,ENF,-3.338935077,408.9007874,10.98567104,8,900,900,-0.002522327,2.55E-05,0.029096325,0.000870302,14.443412,0.244282,-11.03840204,3.836557007,-0.025430317,-0.028702025,-0.00045461,0.02733432,-3.250481737,-13.94025761,32,6,7.217000008,4.699999809,54,40,4
FLX_US-PFa,201312,45.9459,-90.2723,6.896043,0.943548,-1.2503416,7.288224,MF,-5.515327171,398.0608215,-1.050191283,4,900,928,-0.005683438,2.17E-05,0.050421193,0.001669189,149.301904,1.364244,-13.38755711,2.377160645,-0.00321582,-0.029930005,0.001882056,0.039308081,-6.526955466,-17.44865749,118,6,7.217000008,4.699999809,54,40,4
AMF_US-Men,201608,43.0772,-89.403,-53.03713664,0.94422043,71.749,18.7119,WAT,-0.739203845,397.9247742,4.035948277,13,901,1090,-0.130295073,4.53E-06,0.116704733,0.00553298,580.387354,3.264286,22.84311246,31.46177063,0.019524192,0.040923323,0.001357454,-0.052695996,0.950888661,13.1190817,159,19,1.598999977,6,31,50,1.690000057
FLX_CA-Man,200401,55.8796,-98.4808,7.962443,0.977151,4.442176,9.024906,ENF,1.792464549,378.7946472,-18.97003746,8,902,941,-0.001493902,4.09E-06,0.016317701,0.000468358,90.372276,0.998956,-27.4507969,-16.08962097,-0.008044709,-0.022756479,0.000507019,0.026801209,-6.726789705,-23.91403475,52,23,46.65100098,5.099999905,36,41,19.93000031
AMF_US-CMW,201912,31.6637,-110.1777,11.65739193,1,18.139,29.7963,DBF,0.642670044,411.4004211,13.69387531,10,902.5,1005,-0.032901871,6.73E-06,0.027654781,0.003326923,370.172488,2.32894,8.162166481,20.97228394,0.007516571,-0.003845343,-0.018555172,-0.007663623,-0.866431187,-10.56488588,146,16,0.643999994,7,64,20,0.730000019
AMF_US-CZ4,201004,37.0675,-118.9867,17.35160991,0.952777778,14.8346,32.1862,ENF,1.169671572,392.4507141,-6.202298641,9,903,1156,-0.023329377,1.68E-05,0.172086852,0.00530681,713.808884,3.76654,-2.638113276,9.02024231,0.086580772,0.051534147,0.009235999,0.012304014,-2.588910076,-5.650366942,138,19,1.327999949,5.199999809,53,28,1.129999995
AMF_US-UMB,201301,45.5598,-84.7138,29.51641253,0.997311828,0.74051,30.2569,DBF,39.85957317,397.6861572,-0.249348953,4,905.5,943,-0.010211382,0.000106411,0.081801744,0.002014488,159.709608,1.633796,-5.979951215,7.877008057,0.028418578,0.00478473,0.000128984,0.042481917,0.986021214,-11.91196955,118,6,7.217000008,4.699999809,54,40,4
AMF_US-UMB,201702,45.5598,-84.7138,22.37267156,1,0.23342,22.6061,DBF,95.84727771,406.0306091,7.663304806,4,905.5,1175,-0.01344906,7.87E-05,0.058981148,0.001391813,238.797274,2.281772,-2.784299051,9.489373779,0.01259447,-0.029875822,-0.003478673,0.046361567,4.853546463,-10.02674565,118,6,7.217000008,4.699999809,54,40,4
FLX_RU-Fyo,200512,56.4615,32.9221,27.5342,1,1.3138389,28.848042,ENF,20.9570595,383.6083679,-15.7926054,5,905.5,1060,-0.004517131,1.33E-05,0.067164792,0.00107871,32.798852,0.5627,-5.115444339,2.127893066,0.00712592,-0.001454354,-0.00062462,0.036379564,-0.866758526,-10.23619047,177,12,1.56099999,5.699999809,43,45,1.49000001
FLX_US-WCr,200502,45.8059,-90.0799,22.120784,0.984375,-5.984944,16.118928,DBF,-3.69607201,382.1894836,-16.0762043,4,905.5,1381,-0.007596216,2.12E-05,0.033043102,0.0009347,264.836764,2.335862,-6.684680957,7.920739746,-0.003089427,-0.035105897,3.38E-05,0.046787363,2.727907256,-12.6454251,118,6,7.217000008,4.699999809,54,40,4
FLX_RU-Fyo,202011,56.4615,32.9221,23.84265,0.993056,29.28843,53.3709,ENF,0.814063779,415.3227844,17.40782166,5,906,906,-0.00785231,2.22E-05,0.065220883,0.001158305,39.534056,0.75365,1.954652045,9.554101563,-0.004875495,-0.009495782,-0.000908152,0.038461269,1.935399993,-5.367236281,177,12,1.56099999,5.699999809,43,45,1.49000001
AMF_US-WCr,201404,45.8059,-90.0799,36.55864119,1,-3.8927,32.6659,DBF,-9.391589691,400.9581604,1.425739288,4,907,1661,-0.017167747,0.000100654,0.124984167,0.002001773,450.908766,3.266608,1.459698868,18.05684814,0.03309665,0.034551636,0.020192375,0.031476299,-2.988762886,-1.665922227,118,6,7.217000008,4.699999809,54,40,4
FLX_CA-NS5,200502,55.8631,-98.485,5.227208,0.994048,-0.6602316,4.649596,ENF,-7.917233892,381.8798218,-16.49958801,8,907.5,935,-0.003287055,2.36E-05,0.01450257,0.000574514,180.452642,1.608514,-18.03570286,4.318002319,-0.001480544,-0.062476727,-0.000165021,0.02917927,2.040617392,-16.64796212,52,23,46.65100098,5.099999905,36,41,19.93000031
AMF_US-CMW,200712,31.6637,-110.1777,3.315858384,1,23.0757,26.3915,DBF,0.143694812,385.4522705,-12.25427532,10,908,967,-0.027656026,6.86E-06,0.043266284,0.003668815,380.110216,2.3316,6.720073852,22.62191162,0.023128075,0.01780133,-0.013309327,-0.002981647,-2.308523816,-12.04362852,146,16,0.643999994,7,64,20,0.730000019
AMF_US-BZS,201811,64.6963,-148.3235,21.03042,0.750694,-1.003782,20.46399,ENF,-20.95118263,407.0101624,9.216351509,5,909,2033,-0.00147701,1.62E-05,0.023383579,0.00082238,29.68962,0.569892,-9.047634315,-2.041479492,0.001386773,-0.016512094,0.000538654,0.031576988,4.047913415,-9.154028211,165,25,4.177000046,5.199999809,24,51,3.460000038
